title,message_id,timestamp,author,who_it_is_replying_to,parent_message_id
Re: [xz-devel] RHEL7 ABI patch (913ddc5) breaks linking on ia64,Y36JY1KspIjehA4+@breakpoint.cc,"Wed, 23 Nov 2022 12:58:23 -0800",Sebastian Andrzej Siewior,Lasse Collin,20221123160858.4feac65b@kaneli
No Link Found,LocalLinkMissing_0,N/A,Jia Tan,,
Re: [xz-devel] [PATCH 0/2] tests: Disable bits that require the [encoder|threads],F882559C-8DCD-4F2A-A12F-907B32EC31A6@gentoo.org,"Thu, 20 Oct 2022 14:25:54 -0700",Sam James,,
Re: [xz-devel] [PATCH 0/2] tests: Disable bits that require the [encoder|threads],CAMzPPJ-rG34YzoNBNNvrQCxGZ7+VXQMPDHOet_G1bQ8KgZGKnw@mail.gmail.com,"Sun, 23 Oct 2022 06:35:22 -0700",Jia Tan,Sam James,F882559C-8DCD-4F2A-A12F-907B32EC31A6@gentoo.org
Re: [xz-devel] [PATCH 0/2] tests: Disable bits that require the [encoder|threads],3AF56131-4F7A-4076-B7B6-114045A17184@gentoo.org,"Sun, 23 Oct 2022 06:38:51 -0700",Sam James,Jia Tan,CAMzPPJ-rG34YzoNBNNvrQCxGZ7+VXQMPDHOet_G1bQ8KgZGKnw@mail.gmail.com
Re: [xz-devel] [PATCH 0/2] tests: Disable bits that require the [encoder|threads],CAMzPPJ_DovExCGT5DCafJMMOYG869GNH7Hej2Jjr6U6BHeE=zQ@mail.gmail.com,"Sun, 23 Oct 2022 06:57:35 -0700",Jia Tan,Sam James,3AF56131-4F7A-4076-B7B6-114045A17184@gentoo.org
No Link Found,LocalLinkMissing_0,N/A,Lasse Collin,,
Re: [xz-devel] XZ Utils 5.3.3alpha,YzIBIsC/TtLj8F2F@breakpoint.cc,"Mon, 26 Sep 2022 12:45:05 -0700",Sebastian Andrzej Siewior,,
Re: [xz-devel] XZ Utils 5.3.3alpha,CAMzPPJ9dDNr61mG+RB-X6xh1NYKh_mcMcN5dhWL2k+QWR1qhuQ@mail.gmail.com,"Tue, 27 Sep 2022 06:29:31 -0700",Jia Tan,Sebastian Andrzej Siewior,YzIBIsC/TtLj8F2F@breakpoint.cc
Re: [xz-devel] XZ Utils 5.3.3alpha,07482D89-FDF4-4701-A9AB-60EDAC78CACD@gentoo.org,"Tue, 27 Sep 2022 08:45:09 -0700",Sam James,Jia Tan,CAMzPPJ9dDNr61mG+RB-X6xh1NYKh_mcMcN5dhWL2k+QWR1qhuQ@mail.gmail.com
Re: [xz-devel] XZ Utils 5.3.3alpha,YzNRSUy0cbVV4NMZ@breakpoint.cc,"Tue, 27 Sep 2022 12:39:01 -0700",Sebastian Andrzej Siewior,Jia Tan,CAMzPPJ9dDNr61mG+RB-X6xh1NYKh_mcMcN5dhWL2k+QWR1qhuQ@mail.gmail.com
Re: [xz-devel] XZ Utils 5.3.3alpha,CAMzPPJ_BjJS4OME8899M7C=Z+fqEwO7qAzDRnzn7=HDX+2pUVw@mail.gmail.com,"Wed, 28 Sep 2022 06:42:38 -0700",Jia Tan,Sebastian Andrzej Siewior,YzNRSUy0cbVV4NMZ@breakpoint.cc
Re: [xz-devel] XZ Utils 5.3.3alpha,YzVWxZlyCj5WO/Yw@thunder.hadrons.org,"Thu, 29 Sep 2022 01:26:59 -0700",Guillem Jover,Jia Tan,CAMzPPJ_BjJS4OME8899M7C=Z+fqEwO7qAzDRnzn7=HDX+2pUVw@mail.gmail.com
Re: [xz-devel] XZ Utils 5.3.3alpha,20220930202306.51ecc7e8@kaneli,"Fri, 30 Sep 2022 10:23:17 -0700",Lasse Collin,Guillem Jover,YzVWxZlyCj5WO/Yw@thunder.hadrons.org
Re: [xz-devel] XZ Utils 5.3.3alpha,YzqocHuUuZ5tHoJi@breakpoint.cc,"Mon, 03 Oct 2022 02:17:02 -0700",Sebastian Andrzej Siewior,Lasse Collin,20220930202306.51ecc7e8@kaneli
Re: [xz-devel] XZ Utils 5.3.3alpha,20220930202302.7b629011@kaneli,"Fri, 30 Sep 2022 10:23:12 -0700",Lasse Collin,Jia Tan,CAMzPPJ_BjJS4OME8899M7C=Z+fqEwO7qAzDRnzn7=HDX+2pUVw@mail.gmail.com
No Link Found,LocalLinkMissing_0,N/A,Olivier B.,,
Re: [xz-devel] VS projects fail to build the resource file,20220818160948.19f26ea6@kaneli,"Thu, 18 Aug 2022 06:09:55 -0700",Lasse Collin,,
Re: [xz-devel] VS projects fail to build the resource file,CA+cSArj6EuDjOHxuFas0zoy0Du=YZAO6fXYv6-V76x1XD+676w@mail.gmail.com,"Thu, 18 Aug 2022 06:13:08 -0700",Olivier B.,Lasse Collin,20220818160948.19f26ea6@kaneli
Re: [xz-devel] VS projects fail to build the resource file,CA+cSArhvW62GF4q8nMdRKHomo+JVCX1mfL9VG3=ayZ32smqyHA@mail.gmail.com,"Thu, 18 Aug 2022 07:02:51 -0700",Olivier B.,Olivier B.,CA+cSArj6EuDjOHxuFas0zoy0Du=YZAO6fXYv6-V76x1XD+676w@mail.gmail.com
Re: [xz-devel] VS projects fail to build the resource file,CA+cSAribCeV6-O5a4CjCD+i-eAcUx=TZdko4jx_gaBcWd_Yogw@mail.gmail.com,"Thu, 18 Aug 2022 07:48:10 -0700",Olivier B.,Olivier B.,CA+cSArhvW62GF4q8nMdRKHomo+JVCX1mfL9VG3=ayZ32smqyHA@mail.gmail.com
Re: [xz-devel] VS projects fail to build the resource file,20220818200811.54cc9088@kaneli,"Thu, 18 Aug 2022 10:08:17 -0700",Lasse Collin,Olivier B.,CA+cSAribCeV6-O5a4CjCD+i-eAcUx=TZdko4jx_gaBcWd_Yogw@mail.gmail.com
Re: [xz-devel] VS projects fail to build the resource file,20220818175240.54260e43@kaneli,"Thu, 18 Aug 2022 07:52:47 -0700",Lasse Collin,Olivier B.,CA+cSArhvW62GF4q8nMdRKHomo+JVCX1mfL9VG3=ayZ32smqyHA@mail.gmail.com
No Link Found,LocalLinkMissing_0,N/A,Gary Lucas,,
Re: [xz-devel] Question about using Java API for geospatial data,CANBJVOGRzqYSSwrJmwVwooyrCSkDjOG2GUYqso+WWLYAemdPhQ@mail.gmail.com,"Sat, 09 Jul 2022 16:58:14 -0700",Brett Okken,,
Re: [xz-devel] Question about using Java API for geospatial data,CAAEq8jQhT=k9KJnwRvjjZervrXMefMQvXrYN5Y9wo5hpK_PezQ@mail.gmail.com,"Sun, 10 Jul 2022 05:31:59 -0700",Gary Lucas,Brett Okken,CANBJVOGRzqYSSwrJmwVwooyrCSkDjOG2GUYqso+WWLYAemdPhQ@mail.gmail.com
Re: [xz-devel] Question about using Java API for geospatial data,CANBJVOH37Ez=SJ3qX18djZVRTte7JL7bCJSu2QAoDZnu2=EiCA@mail.gmail.com,"Sun, 10 Jul 2022 06:10:23 -0700",Brett Okken,Gary Lucas,CAAEq8jQhT=k9KJnwRvjjZervrXMefMQvXrYN5Y9wo5hpK_PezQ@mail.gmail.com
Re: [xz-devel] Question about using Java API for geospatial data,CAAEq8jS1__HCWSVjNRjmT+uxSRR9EtBR0pfNOLBXTbkvaDCaUw@mail.gmail.com,"Sun, 10 Jul 2022 07:23:47 -0700",Gary Lucas,Brett Okken,CANBJVOH37Ez=SJ3qX18djZVRTte7JL7bCJSu2QAoDZnu2=EiCA@mail.gmail.com
Re: [xz-devel] Question about using Java API for geospatial data,20220710210020.40bdd1b9@kaneli,"Sun, 10 Jul 2022 11:00:27 -0700",Lasse Collin,,
Re: [xz-devel] Question about using Java API for geospatial data,CAAEq8jQmdUt3C_HaLXu7iy3EBiAbcxXQ2ZSiBZSqFLNFDA16HQ@mail.gmail.com,"Sun, 10 Jul 2022 15:55:20 -0700",Gary Lucas,Lasse Collin,20220710210020.40bdd1b9@kaneli
Re: [xz-devel] Question about using Java API for geospatial data,0df7fd21-32b3-164f-d0dd-8a07894b6172@bitwagon.com,"Sun, 10 Jul 2022 19:07:17 -0700",John Reiser,Gary Lucas,CAAEq8jQmdUt3C_HaLXu7iy3EBiAbcxXQ2ZSiBZSqFLNFDA16HQ@mail.gmail.com
Re: [xz-devel] Question about using Java API for geospatial data,CAAEq8jQRdW9QmVcpb-+ef5s4_g3PThjb=0e2E5DPX3AQVpoG3g@mail.gmail.com,"Mon, 11 Jul 2022 05:39:18 -0700",Gary Lucas,John Reiser,0df7fd21-32b3-164f-d0dd-8a07894b6172@bitwagon.com
No Link Found,LocalLinkMissing_0,N/A,Dennis Ens,,
Re: [xz-devel] XZ for Java,20220519234124.00d75f59@kaneli,"Thu, 19 May 2022 13:41:31 -0700",Lasse Collin,,
Re: [xz-devel] XZ for Java,CANBJVOEqF8Y-rXmTNcUZ2kO+_aq-uHt=czj0PTe4EjJbu0rPKg@mail.gmail.com,"Thu, 19 May 2022 17:08:25 -0700",Brett Okken,Lasse Collin,20220519234124.00d75f59@kaneli
Re: [xz-devel] XZ for Java,Zai9uAM7_9tRdf94dmrN2P9m6pa0JCGwntUpJhwe_yT08b2Sf6DGKY_UPskoLib2UxqrbvrvG1PsKPthritPItEfGf4qIGjwylJgNeals_I=@protonmail.com,"Tue, 07 Jun 2022 09:00:18 -0700",Jigar Kumar,Brett Okken,CANBJVOEqF8Y-rXmTNcUZ2kO+_aq-uHt=czj0PTe4EjJbu0rPKg@mail.gmail.com
Re: [xz-devel] XZ for Java,20220608132756.38a85146@kaneli,"Wed, 08 Jun 2022 03:28:08 -0700",Lasse Collin,Jigar Kumar,Zai9uAM7_9tRdf94dmrN2P9m6pa0JCGwntUpJhwe_yT08b2Sf6DGKY_UPskoLib2UxqrbvrvG1PsKPthritPItEfGf4qIGjwylJgNeals_I=@protonmail.com
Re: [xz-devel] XZ for Java,nPm6NeEWU2IAT6n6jPXGZ3pmy4EGudnB7AxLQ1mfCLNFQ85K_m8vchAblEJJyMf4xqr8bSSy7jeAYPzy2yKAjbtDEXSIdLRWkdBIiSA7iB0=@protonmail.com,"Tue, 14 Jun 2022 11:16:07 -0700",Jigar Kumar,Lasse Collin,20220608132756.38a85146@kaneli
Re: [xz-devel] XZ for Java,CABoesXX-F2i5GSSD3b4PwWOk=bV_cb79crLGUKu-3rB0x=9Vsg@mail.gmail.com,"Tue, 21 Jun 2022 13:24:47 -0700",Dennis Ens,Jigar Kumar,nPm6NeEWU2IAT6n6jPXGZ3pmy4EGudnB7AxLQ1mfCLNFQ85K_m8vchAblEJJyMf4xqr8bSSy7jeAYPzy2yKAjbtDEXSIdLRWkdBIiSA7iB0=@protonmail.com
Re: [xz-devel] XZ for Java,20220629230658.1462a949@kaneli,"Wed, 29 Jun 2022 13:07:07 -0700",Lasse Collin,Dennis Ens,CABoesXX-F2i5GSSD3b4PwWOk=bV_cb79crLGUKu-3rB0x=9Vsg@mail.gmail.com
No Link Found,LocalLinkMissing_0,N/A,Jia Tan,,
Re: [xz-devel] [PATCH] LZMA_FINISH will now trigger LZMA_BUF_ERROR on truncated xz files right away,20220810180457.1d7f530d@kaneli,"Wed, 10 Aug 2022 08:05:05 -0700",Lasse Collin,,
No Link Found,LocalLinkMissing_0,N/A,Jia Tan,,
Re: [xz-devel] [PATCH] String to filter and filter to string,0zowLZ9w-JMboCZX_GLyZm1PN0w9p-EAgl4lGHzjelQyfz-qCHpwd8ji9LIPWuvCihwXH4M5iiStsWP-3FoeLwfc6Kj3ESHe9FSbTzqnlxE=@protonmail.com,"Wed, 27 Apr 2022 11:42:57 -0700",Jigar Kumar,,
Re: [xz-devel] [PATCH] String to filter and filter to string,CAMzPPJ9WLLoPShJ=qN9CTP_oGqyMEsbx51wvbEVeqvUjeu61JA@mail.gmail.com,"Thu, 28 Apr 2022 06:36:39 -0700",jiat0218,Jigar Kumar,0zowLZ9w-JMboCZX_GLyZm1PN0w9p-EAgl4lGHzjelQyfz-qCHpwd8ji9LIPWuvCihwXH4M5iiStsWP-3FoeLwfc6Kj3ESHe9FSbTzqnlxE=@protonmail.com
Re: [xz-devel] [PATCH] String to filter and filter to string,Cgt6V-a8V4m4eNEs1OPJ4xubxa-OqjHQl8ZXN5iUnaSb17sL26908lbdes7I-FBmGwMUOh2pEGcIGMUSph4yjILgtHh5nRehGB_gc95YGYQ=@protonmail.com,"Thu, 28 Apr 2022 10:10:48 -0700",Jigar Kumar,jiat0218,CAMzPPJ9WLLoPShJ=qN9CTP_oGqyMEsbx51wvbEVeqvUjeu61JA@mail.gmail.com
Re: [xz-devel] [PATCH] String to filter and filter to string,brMqT1j0AfxD_ezj3xl2tab3SolBhTN2v5j8vXLZcJp_AqVA-ZUSGri6RQvJwyqiHXVRuHpp11W3YlFZQVI5gUnLi9nnuoZTbhXBoOzXqHo=@protonmail.com,"Fri, 27 May 2022 10:49:47 -0700",Jigar Kumar,Jigar Kumar,Cgt6V-a8V4m4eNEs1OPJ4xubxa-OqjHQl8ZXN5iUnaSb17sL26908lbdes7I-FBmGwMUOh2pEGcIGMUSph4yjILgtHh5nRehGB_gc95YGYQ=@protonmail.com
Re: [xz-devel] [PATCH] String to filter and filter to string,NtaXSm26yf9GpOYlpXfPDyCjvvSTBkthJXnwjTyNRLy59w5Q-XBf8jGsL5x_5Dja7g2SpWJJbOFlOuKucTvoKy1Q61eUu1o5JEOP72V_u9k=@protonmail.com,"Wed, 22 Jun 2022 10:05:06 -0700",Jigar Kumar,Jigar Kumar,brMqT1j0AfxD_ezj3xl2tab3SolBhTN2v5j8vXLZcJp_AqVA-ZUSGri6RQvJwyqiHXVRuHpp11W3YlFZQVI5gUnLi9nnuoZTbhXBoOzXqHo=@protonmail.com
No Link Found,LocalLinkMissing_0,N/A,Ed Maste,,
Re: [xz-devel] [PATCH] liblzma: Use non-executable stack on FreeBSD as on Linux,20220222020737.25857bed@kaneli,"Mon, 21 Feb 2022 16:07:53 -0800",Lasse Collin,,
No Link Found,LocalLinkMissing_0,N/A,Jean-Pierre Giraud,,
"Re: [xz-devel] xz-utils-man.po, French translation",20220207014743.6cf0d532@kaneli,"Sun, 06 Feb 2022 15:47:49 -0800",Lasse Collin,,
"Re: [xz-devel] xz-utils-man.po, French translation",CAHi0vA8C_uFARJ3LubAffhW9kVnUsn_R-6YSMzWKF_oQyTVNgg@mail.gmail.com,"Thu, 10 Feb 2022 09:15:01 -0800",Mario Blättermann,,
"Re: [xz-devel] xz-utils-man.po, French translation",20220222010742.5a31623e@kaneli,"Mon, 21 Feb 2022 15:07:58 -0800",Lasse Collin,Mario Blättermann,CAHi0vA8C_uFARJ3LubAffhW9kVnUsn_R-6YSMzWKF_oQyTVNgg@mail.gmail.com
No Link Found,LocalLinkMissing_0,N/A,Jia Tan,,
Re: [xz-devel] [PATCH] xz: Multithreaded mode now always uses stream_encoder_mt to ensure reproducible builds,20211130002508.0bf9170e@kaneli,"Mon, 29 Nov 2021 14:25:17 -0800",Lasse Collin,,
Re: [xz-devel] [PATCH] xz: Multithreaded mode now always uses stream_encoder_mt to ensure reproducible builds,CAMzPPJ9OZ+pjss5_2cOpzkS3uW2jYoddH2puAE7OnpmvP1Tssg@mail.gmail.com,"Tue, 30 Nov 2021 06:16:07 -0800",Jia Tan,Lasse Collin,20211130002508.0bf9170e@kaneli
No Link Found,LocalLinkMissing_0,N/A,Sebastian Andrzej Siewior,,
Re: [xz-devel] Multithreaded decompression for XZ Utils.,20211111005634.275ac8d3@kaneli,"Wed, 10 Nov 2021 14:56:46 -0800",Lasse Collin,,
Re: [xz-devel] Multithreaded decompression for XZ Utils.,CAMzPPJ9d5s_TpBeFmOr4ExqkzUV9XGhpcmvqvNmBui3BMZKsKw@mail.gmail.com,"Fri, 12 Nov 2021 07:40:54 -0800",Jia Tan,Lasse Collin,20211111005634.275ac8d3@kaneli
No Link Found,LocalLinkMissing_0,N/A,Jia Tan,,
Re: [xz-devel] [PATCH] xz: Added .editorconfig file for simple style guide encouragement,20211111005644.26745771@kaneli,"Wed, 10 Nov 2021 14:56:51 -0800",Lasse Collin,,
Re: [xz-devel] [PATCH] xz: Added .editorconfig file for simple style guide encouragement,CAMzPPJ8uUQk-ZG18eMxCKM9uVGA1dDA4yRG+Bd2J_TSGX8biMg@mail.gmail.com,"Fri, 12 Nov 2021 06:38:12 -0800",Jia Tan,Lasse Collin,20211111005644.26745771@kaneli
No Link Found,LocalLinkMissing_0,N/A,Alexander Bluhm,,
Re: [xz-devel] [PATCH] xz: Avoid fchown(2) failure.,20211027234036.58a0f438@kaneli,"Wed, 27 Oct 2021 13:40:47 -0700",Lasse Collin,,
No Link Found,LocalLinkMissing_0,N/A,Liao Hua,,
Re: [xz-devel] [PATCH] add xz arm64 bcj filter support,20210908234021.26b1ef34@tukaani.org,"Wed, 08 Sep 2021 13:40:33 -0700",Lasse Collin,,
Re: [xz-devel] [PATCH] add xz arm64 bcj filter support,20221117172352.08ac40d2@kaneli,"Thu, 17 Nov 2022 07:24:02 -0800",Lasse Collin,Lasse Collin,20210908234021.26b1ef34@tukaani.org
Re: [xz-devel] [PATCH] add xz arm64 bcj filter support,CAMzPPJ9unrRO8SYRo3RL6xS4SOqWvsk1knHNPwWkptJRp_bpKg@mail.gmail.com,"Tue, 22 Feb 2022 06:39:58 -0800",Jia Tan,,
No Link Found,LocalLinkMissing_0,N/A,Brett Okken,,
[xz-devel] Re: improve java delta performance,CANBJVOFnr=x5QS24_5mDDt09=uudPPc7029W9Ceh3OYhV4vrFg@mail.gmail.com,"Sat, 12 Feb 2022 09:58:38 -0800",Brett Okken,,
Re: [xz-devel] Re: improve java delta performance,20220401003324.67c272e3@kaneli,"Thu, 31 Mar 2022 14:33:33 -0700",Lasse Collin,Brett Okken,CANBJVOFnr=x5QS24_5mDDt09=uudPPc7029W9Ceh3OYhV4vrFg@mail.gmail.com
Re: [xz-devel] Re: improve java delta performanc...,NotFound_msg00649.html,Unknown Timestamp,Brett Okken,Lasse Collin,20220401003324.67c272e3@kaneli
No Link Found,LocalLinkMissing_0,N/A,James Fennell,,
Re: [xz-devel] Go/Golang bindings for xz,20210415215831.6ffb682b@tukaani.org,"Thu, 15 Apr 2021 11:58:37 -0700",Lasse Collin,,
No Link Found,LocalLinkMissing_0,N/A,Vitaly Chikunov,,
Re: [xz-devel] [PATCH] Reduce maximum possible memory limit on MIPS32,20210411195847.1a126323@tukaani.org,"Sun, 11 Apr 2021 09:59:09 -0700",Lasse Collin,,
No Link Found,LocalLinkMissing_0,N/A,Mario Blättermann,,
Re: [xz-devel] Status of man page translations?,20210411214843.6604a65f@tukaani.org,"Sun, 11 Apr 2021 11:48:48 -0700",Lasse Collin,,
Re: [xz-devel] Status of man page translations?,CAHi0vA87DTiswedJb5WiVyCJLNJyHf8S6VFpUDoZSqw_XHVvKQ@mail.gmail.com,"Thu, 15 Apr 2021 10:14:44 -0700",Mario Blättermann,Lasse Collin,20210411214843.6604a65f@tukaani.org
Re: [xz-devel] Status of man page translations?,20210415215555.6c3618bb@tukaani.org,"Thu, 15 Apr 2021 11:56:03 -0700",Lasse Collin,Mario Blättermann,CAHi0vA87DTiswedJb5WiVyCJLNJyHf8S6VFpUDoZSqw_XHVvKQ@mail.gmail.com
No Link Found,LocalLinkMissing_0,N/A,Brett Okken,,
Re: [xz-devel] java array cache fill,20210216204734.17a94c6f@tukaani.org,"Tue, 16 Feb 2021 10:47:41 -0800",Lasse Collin,,
Re: [xz-devel] java array cache fill,CANBJVOF0928gL-21bLg2mB6w3WcM_4TTZBuU5j5WRAHXGK-oSg@mail.gmail.com,"Fri, 19 Feb 2021 12:34:58 -0800",Brett Okken,Lasse Collin,20210216204734.17a94c6f@tukaani.org
No Link Found,LocalLinkMissing_0,N/A,Brett Okken,,
Re: [xz-devel] jdk9+ CRC64,20210211205058.04133860@tukaani.org,"Thu, 11 Feb 2021 10:51:25 -0800",Lasse Collin,,
Re: [xz-devel] jdk9+ CRC64,CANBJVOHkQjPPZyTAxnzHtFAPrWb_XhY2kawV=XBJbnEYmgcrqA@mail.gmail.com,"Sat, 13 Feb 2021 12:36:02 -0800",Brett Okken,Lasse Collin,20210211205058.04133860@tukaani.org
Re: [xz-devel] jdk9+ CRC64,20210214173032.4a006137@tukaani.org,"Sun, 14 Feb 2021 07:30:52 -0800",Lasse Collin,Brett Okken,CANBJVOHkQjPPZyTAxnzHtFAPrWb_XhY2kawV=XBJbnEYmgcrqA@mail.gmail.com
Re: [xz-devel] jdk9+ CRC64,CANBJVOHHE+c9Ot-woL8GvmWq_Y6t9VoEKNj2OHDAb5cmrm7OfA@mail.gmail.com,"Sun, 14 Feb 2021 08:09:04 -0800",Brett Okken,Lasse Collin,20210214173032.4a006137@tukaani.org
No Link Found,LocalLinkMissing_0,N/A,Brett Okken,,
Re: [xz-devel] java LZMA2OutputStream changes,20210205213122.339e5062@tukaani.org,"Fri, 05 Feb 2021 11:31:39 -0800",Lasse Collin,,
Re: [xz-devel] java LZMA2OutputStream changes,CANBJVOF7F66N=52=OAzQCMnbqC-4-EtuZPiHsbth_VE+FnhN-Q@mail.gmail.com,"Fri, 05 Feb 2021 11:51:50 -0800",Brett Okken,Lasse Collin,20210205213122.339e5062@tukaani.org
Re: [xz-devel] java LZMA2OutputStream changes,20210205215652.4aaf2032@tukaani.org,"Fri, 05 Feb 2021 11:57:02 -0800",Lasse Collin,Brett Okken,CANBJVOF7F66N=52=OAzQCMnbqC-4-EtuZPiHsbth_VE+FnhN-Q@mail.gmail.com
No Link Found,LocalLinkMissing_0,N/A,Sebastian Andrzej Siewior,,
Re: [xz-devel] [PATCH v3] liblzma: Add multi-threaded decoder,YPYUO1awg+M2BnAJ@thunder.hadrons.org,"Mon, 19 Jul 2021 17:09:51 -0700",Guillem Jover,,
Re: [xz-devel] [PATCH v3] liblzma: Add multi-threaded decoder,20210720202533.690b8d88@tukaani.org,"Tue, 20 Jul 2021 10:25:41 -0700",Lasse Collin,Guillem Jover,YPYUO1awg+M2BnAJ@thunder.hadrons.org
Re: [xz-devel] [PATCH v3] liblzma: Add multi-threaded decoder,20210810200543.ywoaeg27lt6jyjo7@flow,"Tue, 10 Aug 2021 13:06:04 -0700",Sebastian Andrzej Siewior,Guillem Jover,YPYUO1awg+M2BnAJ@thunder.hadrons.org
Re: [xz-devel] [PATCH v3] liblzma: Add multi-threaded decoder,20211130002511.790da2bc@kaneli,"Mon, 29 Nov 2021 14:25:17 -0800",Lasse Collin,,
Re: [xz-devel] [PATCH v3] liblzma: Add multi-threaded decoder,20211204225504.xyi7hzvkwkb6omog@flow,"Sat, 04 Dec 2021 14:55:19 -0800",Sebastian Andrzej Siewior,Lasse Collin,20211130002511.790da2bc@kaneli
Re: [xz-devel] [PATCH v3] liblzma: Add multi-threaded decoder,20211215233358.1391c320@kaneli,"Wed, 15 Dec 2021 13:34:06 -0800",Lasse Collin,Sebastian Andrzej Siewior,20211204225504.xyi7hzvkwkb6omog@flow
Re: [xz-devel] [PATCH v3] liblzma: Add multi-threaded decoder,Yc84paBOl+G5QAx6@flow,"Fri, 31 Dec 2021 09:07:00 -0800",Sebastian Andrzej Siewior,Lasse Collin,20211215233358.1391c320@kaneli
Re: [xz-devel] [PATCH v3] liblzma: Add multi-threaded decoder,20220207014632.6e94924a@kaneli,"Sun, 06 Feb 2022 15:46:40 -0800",Lasse Collin,Sebastian Andrzej Siewior,Yc84paBOl+G5QAx6@flow
Re: [xz-devel] [PATCH v3] liblzma: Add multi-threaded decoder,YgGDWSxdEzV+QsX8@flow,"Mon, 07 Feb 2022 12:39:04 -0800",Sebastian Andrzej Siewior,Lasse Collin,20220207014632.6e94924a@kaneli
Re: [xz-devel] [PATCH v3] liblzma: Add multi-threaded decoder,20220307010840.2a606ad8@kaneli,"Sun, 06 Mar 2022 15:08:48 -0800",Lasse Collin,Sebastian Andrzej Siewior,YgGDWSxdEzV+QsX8@flow
No Link Found,LocalLinkMissing_0,N/A,Brett Okken,,
Re: [xz-devel] xz-java minor read improvements,20210202193259.04065ce6@tukaani.org,"Tue, 02 Feb 2021 09:33:07 -0800",Lasse Collin,,
Re: [xz-devel] xz-java minor read improvements,CANBJVOFF3zx1MiVz8ZNJ1Exf7kB=iZABP=7J48ZCxV4fmJgpkQ@mail.gmail.com,"Wed, 03 Feb 2021 07:53:16 -0800",Brett Okken,Lasse Collin,20210202193259.04065ce6@tukaani.org
Re: [xz-devel] xz-java minor read improvements,20210205182806.00fc1a8b@tukaani.org,"Fri, 05 Feb 2021 08:28:34 -0800",Lasse Collin,Brett Okken,CANBJVOFF3zx1MiVz8ZNJ1Exf7kB=iZABP=7J48ZCxV4fmJgpkQ@mail.gmail.com
No Link Found,LocalLinkMissing_0,N/A,Markus Rickert,,
Re: [xz-devel] Compatibility between CMake config file and FindLibLZMA.cmake,20210130184113.257999d2@tukaani.org,"Sat, 30 Jan 2021 08:41:22 -0800",Lasse Collin,,
Re: [xz-devel] Compatibility between CMake config file and FindLibLZMA.cmake,43aa7a8e-cf56-3f22-6818-70d19e44b6c1@fortiss.org,"Sun, 31 Jan 2021 08:18:47 -0800",Markus Rickert,Lasse Collin,20210130184113.257999d2@tukaani.org
