sha,author_name,committer_name,author_date,committer_date,commit_message
2c7aee94936babf84b61b55420e503a0b2629ec1,Lasse Collin,Lasse Collin,2025-02-04 11:23:53,2025-02-04 17:37:31,"debug/translations.bash: Revise a little

Make it work for out-of-tree builds without requiring one to specify
the location of the xz executable.

Add xz --filters-help.

Make the output shorter by reducing the number of xz -lvv test files.

Show the value of LANGUAGE environment variable.

Show the xz.git version using git describe --abbrev=8 instead of =4."
c6b15e7045209002bbbf4979c48072af01c20d8d,Lasse Collin,Lasse Collin,2025-02-04 11:20:52,2025-02-04 17:37:31,"Build: Use ""git describe --abbrev=8"" in snapshot tarball names

8 is more likely to be reproducible than the old 4 without being
excessively long for a small repository like this."
0ce97987c5b27cfb6f98984e5fd7477880e0cf33,Lasse Collin,Lasse Collin,2025-02-04 17:37:17,2025-02-04 17:37:31,Update THANKS
353c33355cb12e5016d49052fd1e90d15568aa37,Lasse Collin,Lasse Collin,2025-02-03 14:29:31,2025-02-03 14:58:53,Translations: Update the Serbian translation
887dc281885052bced32b3aa309506ea58a2e78e,Lasse Collin,Lasse Collin,2025-02-03 14:15:38,2025-02-03 14:55:39,"Translations: Update Chinese (traditional) translation

Since there are no spaces between words, the unsophisticated automatic
word wrapping code needs some help. Compared to the version in the
Translation Project, I added a few \t characters which the word
wrapping code interprets as zero width spaces (hopefully they are
placed correctly). These edits can be seen with this command:

    grep -v ^# po/zh_TW.po | grep --color -F '\t'"
0f1454cf5f460a4095f47f8f73f5a290e9777d7f,Lasse Collin,Lasse Collin,2025-02-03 14:12:44,2025-02-03 14:12:44,Update THANKS
23ea031820086d302a213be005a091df763b8a7b,Lasse Collin,Lasse Collin,2025-02-02 12:15:07,2025-02-02 12:30:19,"Build: Update posix-shell.m4 from Gnulib

Tabs have been converted to spaces and a ""serial"" number has been
added. The previous version was from 2008/2009. There are no functional
changes since then but now it's clearer that the copy in XZ Utils
isn't outdated.

The new file was picked from the Gnulib commit
81a4c1e3b7692e95c0806d948cbab9148ad85ef2. A later commit adds
a warranty disclaimer to the license, which obviously is fine,
but I didn't find a SPDX license identifier for the new license,
so for simplicity I used the earlier commit."
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,Lasse Collin,Lasse Collin,2025-02-02 10:51:03,2025-02-02 12:30:19,"Build: Check for -fsanitize= also in $CC

People may put -fsanitize in CC instead of CFLAGS so check both.
Landlock sandbox isn't compatible with sanitizers so it's nice
to catch the incompatible options at configure time.

Don't attempt to do the same in CMakeLists.txt; the check for
CMAKE_C_FLAGS / CFLAGS shall be enough there. The extra flags from
the CC environment variable go into the undocumented internal variable
CMAKE_C_COMPILER_ARG1 (all flags from CC go into that same variable).
Peeking the internal variable merely for improved diagnostics isn't
worth it.

Fixes: 88588b1246d8c26ffbc138b3e5c413c5f14c3179"
a7304ea4a7daede9789a8fe422b714e372737120,Lasse Collin,Lasse Collin,2023-09-26 16:11:20,2025-02-02 12:30:19,Build: Remove the FIXME about -Werror checks
1780bba74075da5e7764615bd323e95e19057dee,Lasse Collin,Lasse Collin,2023-09-26 16:10:51,2025-02-02 12:30:19,"Build: If using a GCC compatible compiler, ensure that -Werror works

The check can be skipped by passing SKIP_WERROR_CHECK=yes to configure.
It won't be documented anywhere else than in the error message.

Ways to test:

    ./configure CC=gcc CFLAGS=-Wunused-macros
    ./configure CC=clang CFLAGS=-Weverything
    ./configure CC=clang CFLAGS=-Weverything SKIP_WERROR_CHECK=yes"
3aca2daefbdedd7cc0fb75ddde6b714273b1cc1d,Lasse Collin,Lasse Collin,2025-02-02 12:30:15,2025-02-02 12:30:15,Update THANKS
186ff78ab40ceb07cde139506cab42a927ca99d2,Lasse Collin,Lasse Collin,2025-02-01 10:49:09,2025-02-01 10:49:09,Translations: Update Romanian translation
40a8ce3e10747ca5233610cc2cb704fc303c48e4,Lasse Collin,Lasse Collin,2025-01-30 16:16:43,2025-01-30 16:16:43,Translations: Update Korean man page translations
1787f9bd18ea8798d64b636cdefe6d0fda9b8f72,Lasse Collin,Lasse Collin,2025-01-30 16:15:52,2025-01-30 16:15:52,Translations: Add Italian man page translations
9b9182e561787a811fc0178489589f28c3e0174c,Lasse Collin,Lasse Collin,2025-01-29 20:18:29,2025-01-29 20:18:29,Translations: Update the Finnish translation
7d73ff7a9d8eab6270f0b1ff7d10c0aa6f5ba53f,Lasse Collin,Lasse Collin,2025-01-29 18:50:03,2025-01-29 18:59:53,"lzmainfo: Use tuklib_mbstr_wrap for --help text

Some languages have so long strings that they need to be wrapped."
c56eb4707627d700695813fccdddd1483eac4f21,Lasse Collin,Lasse Collin,2025-01-29 18:00:06,2025-01-29 18:59:53,Translations: Update the Croatian translation
69f4aec0a2442ab81f9ab66e5871a6546aefb0fc,Lasse Collin,Lasse Collin,2025-01-29 17:56:01,2025-01-29 18:59:53,Translations: Update the Finnish translation
d49dde33cf5f488bb38b1f57e172c4e3343fb383,Lasse Collin,Lasse Collin,2025-01-29 17:55:27,2025-01-29 18:59:53,Translations: Update the German man page translations
23b99fc4a1f35bec5d63ffd02b14cacbdce9fe3c,Lasse Collin,Lasse Collin,2025-01-29 17:55:17,2025-01-29 18:59:52,Translations: Update the German translation
7edab2bde0606b42229d9c04fe664069e38de3fb,Lasse Collin,Lasse Collin,2025-01-29 17:55:05,2025-01-29 18:59:52,Translations: Update the Turkish translation
fac4d0fa5277d7a1f621707621ee9516f0bdbac5,Lasse Collin,Lasse Collin,2025-01-29 17:54:36,2025-01-29 18:59:52,Translations: Add the Dutch translation
abe5092f24b55dde9f7f78fac1bf810bce173273,Lasse Collin,Lasse Collin,2025-01-29 17:53:50,2025-01-29 18:59:52,Translations: Update the Georgian translation
b97b23c78d8100eec363c3e999c511560366d347,Lasse Collin,Lasse Collin,2025-01-29 17:53:21,2025-01-29 18:59:52,Translations: Update the Spanish translation
c68318cb49e0562bd22e88724ce85e76c6789a3a,Lasse Collin,Lasse Collin,2025-01-29 17:53:06,2025-01-29 18:59:52,Translations: Update the Korean translation
153ee17f635962a474499f786ea1de1e1a2bb276,Lasse Collin,Lasse Collin,2025-01-29 17:52:42,2025-01-29 18:59:51,Translations: Update the Romanian man page translations
6ed308197e1f9d6c7a5cfe5aae301e75544017c4,Lasse Collin,Lasse Collin,2025-01-29 17:51:59,2025-01-29 18:59:51,Translations: Update the Romanian translation
06028803e19219f642aa9abddd3525c43594ec6c,Lasse Collin,Lasse Collin,2025-01-29 17:50:50,2025-01-29 18:59:51,Translations: Update the Ukrainian man page translations
8cbaf896a65a53c1d1e7e2ffc80d6ea216b1e8df,Lasse Collin,Lasse Collin,2025-01-29 17:50:26,2025-01-29 18:59:51,Translations: Update the Ukrainian translation
81c352907b8048b97d9868947026701a49f377ef,Lasse Collin,Lasse Collin,2025-01-29 17:48:43,2025-01-29 18:59:51,Translations: Update the Swedish translation
999ce263718a52ba74245c3e2a416ab11494d1b1,Lasse Collin,Lasse Collin,2025-01-28 14:33:32,2025-01-29 18:59:51,tuklib_physmem: Clean up disabled code
4d7e7c9d94f7a5ad4931a5bbd6ed9d00173fa1ab,Lasse Collin,Lasse Collin,2025-01-28 14:28:18,2025-01-29 18:59:44,"Windows: Avoid an error message on broken pipe

Also make xz not process more input files after a broken pipe has
been detected. This matches the behavior on POSIX. If all files
are being written to standard output, trying with the next file is
pointless when it's known that standard output won't accept more data.

xzdec already stopped after the first error. It does so with all
errors, so it differs from xz:

    $ xz -dc not_found_1 not_found_2
    xz: not_found_1: No such file or directory
    xz: not_found_2: No such file or directory

    $ xzdec not_found_1 not_found_2
    xzdec: not_found_1: No such file or directory

Reported-by: Vincent Torri"
95b638480aa8203e547c709c651f421c22db1718,Lasse Collin,Lasse Collin,2025-01-23 17:59:17,2025-01-23 17:59:17,doc/SHA256SUMS: Add 5.6.4 and 5.7.1alpha
cdae0df31e4c2dfb1e885941cd1998e5a2b6e39d,Lasse Collin,Lasse Collin,2025-01-23 09:50:42,2025-01-23 09:50:47,Bump version and soname for 5.7.1alpha
4d2af2c43bae25ef4ef9cd88304471d4859aa322,Lasse Collin,Lasse Collin,2025-01-23 09:48:43,2025-01-23 09:48:51,Translations: Run po4a/update-po
ff0b825505e60e21b32e33c42f551c8f34ba393f,Lasse Collin,Lasse Collin,2025-01-23 09:40:46,2025-01-23 09:42:36,Add NEWS for 5.7.1alpha
f6cd3e3bfc8d1f5a76dd55170968bf4582b95baf,Lasse Collin,Lasse Collin,2025-01-23 09:40:46,2025-01-23 09:42:23,Add NEWS for 5.6.4
b3af3297e4d6cf0eafb48155aa97bb06c82a9228,Lasse Collin,Lasse Collin,2025-01-23 09:40:46,2025-01-23 09:40:58,NEWS: The security fix in 5.6.3 is known as CVE-2024-47611
a04b9dd0c7c74fabd8c393d2dc68a221276d6e29,Lasse Collin,Lasse Collin,2025-01-22 14:55:09,2025-01-22 14:55:14,"windows/build.bash: Fix error message

Fixes: 1ee716f74085223c8fbcae1d5a384e6bf53c0f6a"
4eae859ae8ad7072eaa74aeaee79a2c3c12c55cb,Lasse Collin,Lasse Collin,2025-01-22 13:03:55,2025-01-22 13:39:05,"Windows: Disable MinGW-w64's stdio functions in size-optimized builds

This only affects builds with UCRT. With legacy MSVCRT, the replacement
functions are always enabled.

Omitting the MinGW-w64 replacements saves over 20 KiB per executable.
The downside is that --enable-small or XZ_SMALL=ON disables thousand
separator support in xz messages. If someone is OK with the slower
speed of slightly smaller builds, lack of thousand separators won't
matter.

Don't override __USE_MINGW_ANSI_STDIO if it is already defined (via
CPPFLAGS or such method)."
a831bc185bdd44c06847eae8df2d35cc281f65da,Lasse Collin,Lasse Collin,2025-01-20 14:44:27,2025-01-20 14:44:27,"liblzma: Add raw ARM64, RISC-V, and x86 BCJ filter APIs

Put them behind the LZMA_UNSTABLE macro for now.

These low-level special APIs might become useful in erofs-utils."
6f5cdd4534faf7db4b6c123651d6a606bc59b98c,Lasse Collin,Lasse Collin,2025-01-20 14:31:49,2025-01-20 14:31:49,"xz: Unify a few strings with liblzma

Avoid having both ""%s: foo"" and ""foo"" as translatable strings
so that translators don't need to handle it twice."
713fdaa8b06a83f18b06811aba7b9bd7b7cbf1cb,Lasse Collin,Lasse Collin,2025-01-20 14:31:49,2025-01-20 14:31:49,"xz: Translate error messages from lzma_str_to_filters()

liblzma doesn't use gettext but the messages are included in xz.pot,
so xz can translate the messages."
f2e2b267cab8d7aa0b0a58c325546ee5070c0028,Lasse Collin,Lasse Collin,2025-01-20 14:31:49,2025-01-20 14:31:49,liblzma: Mark string conversion messages as translatable
f49d7413d9a0d480ded6d448c1ef7475ae6cd1c9,Lasse Collin,Lasse Collin,2025-01-20 14:31:35,2025-01-20 14:31:35,liblzma: Tweak a few error messages in lzma_str_to_filters()
da359c360e986b21cd8d7b888c6a80f56b9d49c7,Lasse Collin,Lasse Collin,2025-01-19 18:11:54,2025-01-19 18:11:54,Update THANKS
f032373561cefaf07f92ffe3fbc471ec6770456e,Lasse Collin,Lasse Collin,2025-01-19 17:40:32,2025-01-19 17:40:32,Update THANKS
51f038f8cbd5d8a95954c05bfcbbc32f2a313615,Lasse Collin,Lasse Collin,2025-01-13 06:44:58,2025-01-13 06:44:58,"liblzma: memcmplen.h: Use 8-byte method on 64-bit unaligned archs

Previously it was enabled only on x86-64 and ARM64 when also support
for unaligned access was detected or manually enabled at built time.

In the default build configuration, the 8-byte method is now enabled
also on 64-bit RISC-V and 64-bit PowerPC (both endiannesses). It was
reported that on big endian POWER9, encoding time may reduce 12-13 %.

This change only affects builds with GCC and Clang because the code
uses __builtin_ctzll or __builtin_clzll.

Thanks to Marcus Comstedt for testing on POWER9."
96336b0110d47756a9fd2a103fbf0a99e905fbed,Lasse Collin,Lasse Collin,2025-01-12 11:06:17,2025-01-12 11:08:55,Update THANKS
150356207c8d6a3e0af465b676430d19d62f884c,Lasse Collin,Lasse Collin,2025-01-12 10:59:20,2025-01-12 11:08:55,"liblzma: Fix the encoder breakage on big endian ARM64

When the 8-byte method was enabled for ARM64, a check for endianness
wasn't added. This broke the LZMA/LZMA2 encoder. Test suite caught it.

Fixes: cd64dd70d5665b6048829c45772d08606f44672e
Co-authored-by: Marcus Comstedt <marcus@mc.pp.se>"
b01b0958025a2da284b53a583f313f8140636cb5,Lasse Collin,Lasse Collin,2025-01-12 09:04:27,2025-01-12 11:08:55,Windows: Update manifest comments about long UTF-8 filenames
0dfc67d37ebb038be8a9b17b536d1b561d52e81a,Lasse Collin,Lasse Collin,2025-01-12 08:47:58,2025-01-12 11:08:49,"Windows: Update build.bash and its README-Windows.txt to UCRT

While MSVCRT builds are possible, UCRT works better with UTF-8.
A 32-bit build is included still but hopefully it's not actually
needed anymore."
7b3eb2db6c4ba24b5eb438e58ab1ca57e14e59c2,Lasse Collin,Lasse Collin,2025-01-10 11:11:40,2025-01-10 11:19:32,"Translations: Update Serbian translation

I rewrapped a few overlong lines. Those edits aren't in the
Translation Project. Automatic wrapping in the master branch
means that these strings need to be updated soon anyway."
950da11ce09c90412dcbca29689575037640667a,Lasse Collin,Lasse Collin,2025-01-08 17:26:29,2025-01-08 17:29:53,"Build: Use --sort=name in TAR_OPTIONS

Use also LC_COLLATE=C to make the sorting locale-independent.
Sorting makes the file order reproducible."
75d91d6b39ea3e2fae8f027dcec01be2dca9594d,Lasse Collin,Lasse Collin,2025-01-08 17:08:08,2025-01-08 17:20:28,"xz: Workaround broken O_SEARCH in musl

Testing with musl 1.2.5 and Linux 6.12, O_SEARCH doesn't result
in a file descriptor that works with fsync() although it should work.
See the added comment.

The same issue affected gzip --synchronous:

    https://bugs.gnu.org/75405

Thanks to Paul Eggert."
ea92eae122a3ccefa61087f84fd99b417fc9ee3c,Lasse Collin,Lasse Collin,2025-01-07 19:34:33,2025-01-08 17:20:21,"Revert ""xz: O_SEARCH cannot be used for fsync()""

This reverts commit 4014e2479c7b0273f15bd0c9c017c5fe859b0d8f.

POSIX-conforming O_SEARCH should allow fsync()."
4014e2479c7b0273f15bd0c9c017c5fe859b0d8f,Lasse Collin,Lasse Collin,2025-01-05 19:43:11,2025-01-05 19:43:11,"xz: O_SEARCH cannot be used for fsync()

Opening a directory with O_SEARCH results in a file descriptor that can
be used with functions like openat(). Such a file descriptor cannot be
used with fsync(). Use O_RDONLY instead.

In musl, O_SEARCH becomes Linux-specific O_PATH. A file descriptor
from O_PATH doesn't allow fsync().

Seems that it's not possible to fsync() a directory that has write
and search permissions but not read permission.

Fixes: 2a9e91d796d091740489d951fa7780525e4275f1"
ad2b57cb477b753293c25a01fc24c7f84ee523c2,Lasse Collin,Lasse Collin,2025-01-05 18:48:28,2025-01-05 18:51:53,CI: Make ctest show errors from failed tests
c405264c031aceaf68dfd1546d6337afcebd48e5,Lasse Collin,Lasse Collin,2025-01-05 18:14:49,2025-01-05 18:16:09,"tuklib_mbstr_nonprint: Preserve the value of errno

A typical use case is like this:

    printf(""%s: %s\n"", tuklib_mask_nonprint(filename), strerror(errno));

tuklib_mask_nonprint() may call mbrtowc() and malloc() which may modify
errno. If errno isn't preserved, the error message might be wrong if
a compiler decides to call tuklib_mask_nonprint() before strerror().

Fixes: 40e573305535960574404d2eae848b248c95ea7e"
2a9e91d796d091740489d951fa7780525e4275f1,Lasse Collin,Lasse Collin,2025-01-05 18:14:49,2025-01-05 18:16:08,"xz: Use fsync() before deleting the input file, and add --no-sync

xz's default behavior is to delete the input file after successful
compression or decompression (unless writing to standard output).
If the system crashes soon after the deletion, it is possible that
the newly written file has not yet hit the disk while the previous
delete operation might have. In that case neither the original file
nor the written file is available.

Call fsync() on the file. On POSIX systems, sync also the directory
where the file was created.

Add a new option --no-sync which disables fsync() usage. It can avoid
a (possibly significant) performance penalty when processing many
small files. It's fine to use --no-sync when one knows that the files
are easy to recreate or restore after a system crash.

Using fsync() after every flush initiated by --flush-timeout was
considered. It wasn't implemented at least for now.

  - --flush-timeout is typically used when writing to stdout. If stdout
    is a file, xz cannot (portably) sync the directory of the file.
    One would need to create the output file first, sync the directory,
    and then run xz with fsync() enabled.

  - If xz --flush-timeout output goes to a file, it's possible to use
    a separate script to sync the file, for example, once per minute
    while telling xz to flush more frequently.

  - Not supporting syncing with --flush-timeout was simpler.

Portability notes:

  - On systems that lack O_SEARCH (like Linux), ""xz dir/file"" will now
    fail if ""dir"" cannot be opened for reading. If ""dir"" still has
    write and search permissions (like d-wx------ in ""ls -l""),
    previously xz would have been able to compress ""dir/file"" still.
    Now it only works if using --no-sync (or --keep or --stdout).

  - <libgen.h> and dirname() should be available on all POSIX systems,
    and aren't needed on non-POSIX systems.

  - fsync() is available on all POSIX systems. The directory syncing
    could be changed to fdatasync() although at least on ext4 it
    doesn't seem to make a performance difference in xz's usage.
    fdatasync() would need a build system check to support (old)
    special cases, for example, MINIX 3.3.0 doesn't have fdatasync()
    and Solaris 10 needs -lrt.

  - On native Windows, _commit() is used to replace fsync(). Directory
    syncing isn't done and shouldn't be needed. (In Cygwin, fsync() on
    directories is a no-op.)

  - DJGPP has fsync() for files. ;-)

Using fsync() was considered somewhere around 2009 and again in 2016 but
those times the idea was rejected. For comparison, GNU gzip 1.7 (2016)
added the option --synchronous which enables fsync().

Co-authored-by: Sebastian Andrzej Siewior <sebastian@breakpoint.cc>
Fixes: https://bugs.debian.org/814089
Link: https://www.mail-archive.com/xz-devel@tukaani.org/msg00282.html
Closes: https://github.com/tukaani-project/xz/pull/151"
2e28c7145747b3287283f13c9d2becd73a7c4a1f,Lasse Collin,Lasse Collin,2024-12-27 07:15:50,2025-01-05 18:16:01,"xz: Use ""goto"" for error handling in io_open_dest_real()"
75107217670a97b7b772833669d88c3c2f188e37,Lasse Collin,Lasse Collin,2025-01-05 10:10:05,2025-01-05 10:58:22,"liblzma: Always validate the first digit of a preset string

lzma_str_to_filters() may call parse_lzma12_preset() in two ways. The
call from str_to_filters() detects the string type from the first
character(s) and as a side-effect it validates the first digit of
the preset string. So this change makes no difference there.

However, the call from parse_options() doesn't pre-validate the string.
parse_lzma12_preset() will return an invalid value which is passed to
lzma_lzma_preset() which safely rejects it. The bug still affects the
the error message:

    $ xz --filters=lzma2:preset=X
    xz: Error in --filters=FILTERS option:
    xz: lzma2:preset=X
    xz:               ^
    xz: Unsupported preset

After the fix:

    $ xz --filters=lzma2:preset=X
    xz: Error in --filters=FILTERS option:
    xz: lzma2:preset=X
    xz:              ^
    xz: Unsupported preset

The ^ now correctly points to the X and not past it because the X itself
is the problematic character.

Fixes: cedeeca2ea6ada5b0411b2ae10d7a859e837f203"
52ff32433734d03befd85a5bf00fba77d6501455,Lasse Collin,Lasse Collin,2025-01-05 09:40:34,2025-01-05 09:41:40,"xz: Fix getopt_long argument type in --filters*

Forgetting the argument (or not using = to separate the option from
the argument) resulted in lzma_str_to_filters() being called with NULL
as input string argument. The function handles it fine but xz passes
the NULL to printf() too:

    $ xz --filters
    xz: Error in --filters=FILTERS option:
    xz: (null)
    xz: ^
    xz: Unexpected NULL pointer argument(s) to lzma_str_to_filters()

Now it's correct:

    $ xz --filters
    xz: option '--filters' requires an argument

The --filters-help option doesn't take any arguments.

Fixes: 9ded880a0221f4d1256845fc4ab957ffd377c760
Fixes: d6af7f347077b22403133239592e478931307759
Fixes: a165d7df1964121eb9df715e6f836a31c865beef"
2655c81b5e92278b0fd51f6537c1116f8349b02a,Lasse Collin,Lasse Collin,2025-01-04 18:04:56,2025-01-04 18:05:03,"xzdec: Don't leave Landlock file descriptor open for no reason

This fix is similar to 48ff3f06521ca326996ab9a04d1b342098960427.

Fixes: d74fb5f060b76db709b50f5fd37490394e52f975"
35df4c2bc0500e60ba9d0d163d37a6d110d6841e,Lasse Collin,Lasse Collin,2025-01-04 18:02:18,2025-01-04 18:02:18,"xz: Make --single-stream imply --keep

Suggested by xx on #tukaani on 2024-04-12."
6f412814a8019700248229ce972530159a0d9872,Lasse Collin,Lasse Collin,2025-01-04 17:57:07,2025-01-04 17:57:17,"Update AUTHORS

The contributions have been rewritten."
5651d153031a7ee2581cdba9bff658031826cb50,Lasse Collin,Lasse Collin,2025-01-04 13:02:16,2025-01-04 15:37:46,"xz: Avoid printf formats like %2$s

It's a POSIX feature that isn't in standard C. It's not available on
Windows. Even MinGW-w64 with __USE_MINGW_ANSI_STDIO doesn't support
it even though it supports POSIX %'d for thousand separators.

Gettext's <libintl.h> provides overrides for printf and other functions
which do support the %2$s formats. Translations use them. But xz should
work on Windows without <libintl.h> too.

Fixes: 3e9177fd206d20d6d8acc7d203c25a9ae0549229"
63b246c90e7677c617faab1d3f6fc5c643b5e7cf,Lasse Collin,Lasse Collin,2025-01-04 12:41:37,2025-01-04 15:37:46,"tuklib_mbstr_wrap: Add printf format attribute

It's supported by GCC 3.x already."
a7313c01d9b8db71ffb61dc1dd7c4ea928824b4b,Lasse Collin,Lasse Collin,2025-01-04 11:44:12,2025-01-04 15:37:39,"xz: Translate a Windows-specific string

Originally I thought that native Windows builds wouldn't be translated
but nowadays at least MSYS2 ships such binaries."
00eb6073c088be9e7516dfc00a13ef520827b57c,Lasse Collin,Lasse Collin,2025-01-02 13:32:10,2025-01-02 13:43:38,"xz: Use my_landlock.h

A slightly silly thing is that xz may now query the ABI version up to
three times. We could call my_landlock_ruleset_attr_forbid_all() only
once and cache the result but it didn't seem worth doing."
0fc5a625d7cc4ad51fde9367de088b9ad3bd40f6,Lasse Collin,Lasse Collin,2025-01-02 13:32:10,2025-01-02 13:43:38,xzdec: Use my_landlock.h
38cb8ec9fd70d25fca6b473de44cf61586238552,Lasse Collin,Lasse Collin,2025-01-02 13:32:10,2025-01-02 13:43:38,"Add my_landlock.h with helper functions to use Linux Landlock

This supports up to Landlock ABI version 6. The current code in
xz and xzdec only support up to ABI version 4."
672da29bb3a209a727ae46c0df948d7eea69f2e2,Lasse Collin,Lasse Collin,2025-01-01 16:46:50,2025-01-02 13:43:38,"liblzma: Silence warnings from ""clang -Wimplicit-fallthrough"""
1a8a1ad9a1e3179ce267baa551fb17b30624b4dd,Lasse Collin,Lasse Collin,2025-01-01 13:34:51,2025-01-02 13:43:37,"Build: Use -Wimplicit-fallthrough=5 when supported

Now that we have the FALLTHROUGH macro, use the strictest mode with
GCC so that comment-based fallthrough markings are no longer accepted.

In GCC, -Wextra includes -Wimplicit-fallthrough=3 and
-Wimplicit-fallthrough is the same as -Wimplicit-fallthrough=3.
Thus, the strict mode requires specifying -Wimplicit-fallthrough=5.

Clang has -Wimplicit-fallthrough which is *not* enabled by -Wextra.
Clang doesn't have a variant that takes an argument. Thus we need
to check for -Wimplicit-fallthrough. Do it before checking for
-Wimplicit-fallthrough=5 so that the latter overrides the former
when using GCC."
94adc996e45cc5cad9352cc3271d3a1a2f5c4c22,Lasse Collin,Lasse Collin,2025-01-01 13:30:50,2025-01-02 13:43:37,"Replace ""Fall through"" comments with FALLTHROUGH"
f31c3a6647b5a5d056324a9c83e6b2c940ebec22,Lasse Collin,Lasse Collin,2025-01-01 13:08:51,2025-01-02 13:43:37,sysdefs.h: Add FALLTHROUGH macro
e34dbd6a0ae7a560a5508d51fc0bd142c5a320dc,Lasse Collin,Lasse Collin,2025-01-01 13:06:15,2025-01-02 13:43:37,xzdec: Fix language in a comment
16821252c504071f5c2012e415e59cbf5fb79820,Lasse Collin,Lasse Collin,2025-01-02 11:35:48,2025-01-02 13:35:25,"Windows: Make NLS require UCRT and gettext-runtime >= 0.23.1

Also remove the recently-added workaround from tuklib_gettext.h.
Requiring a new enough gettext-runtime is cleaner. I guess it's
mostly MSYS2 where xz is built with translation support, so once
MSYS2 has Gettext >= 0.23.1, this requirement shouldn't be a problem
in practice."
aa1807ed942579f700a08ab091b796cf04e31aec,Lasse Collin,Lasse Collin,2025-01-02 09:52:17,2025-01-02 13:35:16,"windows/build-with-cmake.bat: Fix ENABLE_NLS to XZ_NLS

Fixes: 29f77c7b707f2458fb047e77497354b195e05b14"
ea21c76aa2406ba06ac154fe57741734c04f260f,Lasse Collin,Lasse Collin,2024-12-30 09:21:57,2024-12-30 09:21:57,"Build: Use git log --pretty=medium when creating ChangeLog

It's the default in git-log. Specifying it explicitly is good in case
a user has set format.pretty to a different value."
08050c0788ce5bac0ffd572e9784a2749c4a13df,Lasse Collin,Lasse Collin,2024-12-30 08:51:33,2024-12-30 08:51:33,Windows: Update MinGW-w64 + CMake instructions to recommend UCRT
653732bd6f06d8f465bf353bf6e1c16f1405b906,Lasse Collin,Lasse Collin,2024-12-30 08:51:26,2024-12-30 08:51:26,"xz man page: Describe the source file deletion in -z and -d options

The DESCRIPTION section always explained it, and the OPTIONS section
only described the differences to the default behavior. However, new
users in a hurry may skip reading DESCRIPTION. The default behavior
is a bit dangerous, thus it's good to repeat in --compress and
--decompress docs that source file is removed after successful operation.

Fixes: https://github.com/tukaani-project/xz/issues/150"
